V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q42,Q3,Q103,35p.u_35r.u_b,35p.u_30r.u_b,35p.u_25r.u_b,35p.u_20r.u_b,35p.u_15r.u_b,35p.u_10r.u_b,35p.u_05r.u_b,30p.u_35r.u_b,30p.u_30r.u_b,30p.u_25r.u_b,30p.u_20r.u_b,30p.u_15r.u_b,30p.u_10r.u_b,30p.u_05r.u_b,25p.u_35r.u_b,25p.u_30r.u_b,25p.u_25r.u_b,25p.u_20r.u_b,25p.u_15r.u_b,25p.u_10r.u_b,25p.u_05r.u_b,20p.u_35r.u_b,20p.u_30r.u_b,20p.u_25r.u_b,20p.u_20r.u_b,20p.u_15r.u_b,20p.u_10r.u_b,20p.u_05r.u_b,15p.u_35r.u_b,15p.u_30r.u_b,15p.u_25r.u_b,15p.u_20r.u_b,15p.u_15r.u_b,15p.u_10r.u_b,15p.u_05r.u_b,10p.u_35r.u_b,10p.u_30r.u_b,10p.u_25r.u_b,10p.u_20r.u_b,10p.u_15r.u_b,10p.u_10r.u_b,10p.u_05r.u_b,05p.u_35r.u_b,05p.u_30r.u_b,05p.u_25r.u_b,05p.u_20r.u_b,05p.u_15r.u_b,05p.u_10r.u_b,05p.u_05r.u_b,35p.u_35r.d_b,35p.u_30r.d_b,35p.u_25r.d_b,35p.u_20r.d_b,35p.u_15r.d_b,35p.u_10r.d_b,35p.u_05r.d_b,30p.u_35r.d_b,30p.u_30r.d_b,30p.u_25r.d_b,30p.u_20r.d_b,30p.u_15r.d_b,30p.u_10r.d_b,30p.u_05r.d_b,25p.u_35r.d_b,25p.u_30r.d_b,25p.u_25r.d_b,25p.u_20r.d_b,25p.u_15r.d_b,25p.u_10r.d_b,25p.u_05r.d_b,20p.u_35r.d_b,20p.u_30r.d_b,20p.u_25r.d_b,20p.u_20r.d_b,20p.u_15r.d_b,20p.u_10r.d_b,20p.u_05r.d_b,15p.u_35r.d_b,15p.u_30r.d_b,15p.u_25r.d_b,15p.u_20r.d_b,15p.u_15r.d_b,15p.u_10r.d_b,15p.u_05r.d_b,10p.u_35r.d_b,10p.u_30r.d_b,10p.u_25r.d_b,10p.u_20r.d_b,10p.u_15r.d_b,10p.u_10r.d_b,10p.u_05r.d_b,05p.u_35r.d_b,05p.u_30r.d_b,05p.u_25r.d_b,05p.u_20r.d_b,05p.u_15r.d_b,05p.u_10r.d_b,05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,35p.u_r.nc_b,30p.u_r.nc_b,25p.u_r.nc_b,20p.u_r.nc_b,15p.u_r.nc_b,10p.u_r.nc_b,05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder
R_1LwE1FSmPDLGu2K,Default Response Set,Anonymous,,,24.169.19.0,0,2020-03-26 19:53,2020-03-26 20:37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,7,5,1,2,2,2,1,100,0,4,2,1,2,2,23,22,3,4,50,50,54,50,22,22,18,18,"We're not going to give people who are already well-off a bigger toehold over everyone else. Anything that will raise the standard for everyone, or will improve the base floor for those who are struggling is fine.",1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,3,23,1,1,1,1,1,4,1,43,,1,1,9
R_1poKg2s2tGTVivM,Default Response Set,Anonymous,,,69.114.89.82,0,2020-03-26 20:00,2020-03-26 20:39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,,2,7,4,1,2,3,1,1,95,5,2,1,1,2,2,24,22,5,5,50,50,54,50,22,22,18,20,eat the rich,1,2,1,1,2,6,7,2,2,2,2,2,2,3,5,5,5,6,2,22,1,7,2,2,2,1,,48,,1,1,5
R_1mDA4PakMGz6bNH,Default Response Set,Anonymous,,,108.30.47.212,0,2020-03-26 20:25,2020-03-26 20:43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,21,2,4,1,1,5,2,2,1,70,30,2,1,2,1,1,29,28,4,4,50,50,54,50,18,18,18,21,i just wanted to be as fair as possible without harming poor people ,1,5,6,5,6,3,2,2,4,1,7,5,7,1,4,1,4,1,1,31,1,5,7,7,5,3,,,7,1,1,5
R_1C7qDL7UG5btCN8,Default Response Set,Anonymous,,,129.146.84.194,0,2020-03-26 20:35,2020-03-26 20:47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,,4,5,6,4,4,4,4,1,50,50,2,2,2,2,2,27,26,4,3,53,52,52,52,19,19,19,20,,1,5,5,5,5,5,6,2,5,5,5,5,6,5,5,5,5,5,1,28,1,7,6,7,7,3,,,6,1,1,3
R_RJnv5w5NO9FJHfr,Default Response Set,Anonymous,,,68.105.189.229,0,2020-03-26 20:37,2020-03-26 20:51,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,8,26,4,4,4,4,4,4,4,1,70,30,2,2,2,1,1,27,26,4,3,51,50,51,50,18,18,19,18,Whether it would be good for the economy overall ,1,4,4,4,4,4,4,2,4,6,6,6,6,6,6,2,6,2,1,31,4,6,4,2,7,2,2,,2,1,1,3
R_3n0m45ak9z5yiLP,Default Response Set,Anonymous,,,207.188.176.134,0,2020-03-26 20:47,2020-03-26 20:55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,5,,4,4,6,4,4,4,4,1,50,50,2,2,2,2,2,28,27,4,4,51,52,52,52,19,20,20,20,,1,4,5,5,5,6,5,2,5,5,5,6,5,5,5,6,5,5,1,28,1,7,6,6,6,3,,,7,1,1,4
R_1OH5HkIF8AbSlyz,Default Response Set,Anonymous,,,216.220.64.2,0,2020-03-26 20:48,2020-03-26 20:58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,10,4,4,4,2,4,4,4,1,50,50,2,2,1,2,1,27,25,3,3,51,50,52,50,20,19,18,19,If the poor were getting a raise.,1,1,1,1,1,7,7,3,6,6,2,2,1,1,7,7,7,7,1,36,1,8,4,4,4,2,2,,3,1,1,7
R_3iIPYzZhrUPYpqg,Default Response Set,Anonymous,,,162.199.164.185,0,2020-03-26 20:48,2020-03-26 20:59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6,5,5,4,4,4,5,1,50,50,2,1,1,2,2,25,24,4,4,50,50,52,50,18,18,18,20,i would always vote yes if the poor got a raise. i would only vote no if there was no improvement to anyone,1,1,1,1,1,7,7,2,7,7,1,1,1,1,7,7,7,7,1,39,1,3,3,3,3,1,,46,,1,1,6
R_urf41qji6g4Hq6J,Default Response Set,Anonymous,,,73.119.181.106,0,2020-03-26 20:47,2020-03-26 21:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,,1,2,1,1,5,1,1,1,90,10,4,1,,1,1,27,27,4,4,51,52,52,50,18,18,18,21,I wanted to make everyone as even as possible financially.,1,1,1,1,1,6,7,2,1,7,1,4,1,2,6,7,6,6,1,31,1,10,6,6,6,2,2,,5,1,1,3
R_1Qgx14Gl1WmDWJI,Default Response Set,Anonymous,,,192.158.234.222,0,2020-03-26 20:46,2020-03-26 21:01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,,6,2,4,4,2,3,5,1,50,50,2,1,1,2,2,27,26,3,4,53,52,51,,21,20,20,21,na,1,4,4,5,4,5,4,2,4,4,5,4,5,5,5,4,6,5,1,24,1,5,4,5,5,1,,46,,1,1,9
R_2E6MnNdzmxWnKpk,Default Response Set,Anonymous,,,64.53.196.221,0,2020-03-26 20:47,2020-03-26 21:01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,,1,1,1,1,1,1,1,1,75,25,2,1,2,1,1,29,28,4,4,50,50,54,50,21,19,18,20,If it would help poor people without taking too much away from the rich people. I thought that if you took too much away from the rich people then it would hurt rather than help the economy overall.,1,2,2,2,3,5,6,2,7,6,6,6,6,6,4,4,2,2,2,50,1,7,4,3,5,2,2,,1,1,1,3
R_2dmRjJR0ydJYKyg,Default Response Set,Anonymous,,,73.84.221.186,0,2020-03-26 20:50,2020-03-26 21:04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,2,8,18,4,5,4,4,4,4,4,1,60,40,4,2,1,2,1,25,25,2,4,50,50,50,50,19,19,18,19,The resources the given group had before the change.,1,1,1,1,1,6,6,5,6,6,1,1,2,2,7,7,7,7,2,26,2,3,3,4,4,2,1,44,,1,1,8
R_3QJkJjIqRfRbwVl,Default Response Set,Anonymous,,,76.186.243.242,0,2020-03-26 20:51,2020-03-26 21:04,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,5,4,3,5,3,3,4,1,60,40,2,2,2,2,1,25,23,3,3,50,50,52,50,19,19,18,19, A small increase for the rich is way larger than a large increase for the poor.,1,2,5,4,5,2,7,2,1,5,5,6,5,5,7,3,5,3,1,57,1,4,3,2,5,1,,44,,1,1,7
R_7VXK8jMEj5FAvPb,Default Response Set,Anonymous,,,75.130.241.243,0,2020-03-26 20:44,2020-03-26 21:05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,6,5,6,4,4,4,3,1,70,30,2,2,1,2,2,26,25,5,5,50,50,54,50,18,18,20,18,"I was thinking of what will make the living condition of the poor, that is the 20% at the bottom better without taking any money from the rich.",1,2,2,2,1,7,7,2,6,7,1,1,1,1,7,7,7,7,2,40,2,13,3,3,3,1,,46,,1,1,5
R_3Hqr48GRfI6yA5U,Default Response Set,Anonymous,,,67.212.43.220,0,2020-03-26 20:43,2020-03-26 21:06,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,,1,5,1,1,1,1,4,1,100,0,2,2,1,2,2,23,22,4,4,50,50,54,50,21,22,18,21,"I wanted to give to the poor and take from the rich. The rich get away without helping or paying taxes, if they did we would be a very rich country so if we take from them to give to the poor , the poor are giving and will help the country ",1,2,2,2,2,7,7,2,6,7,1,7,1,1,7,7,7,7,2,30,1,8,2,2,2,1,,47,,1,1,5
R_2yfuXhBGq34rdPg,Default Response Set,Anonymous,,,185.33.85.152,0,2020-03-26 20:50,2020-03-26 21:09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,5,,5,7,7,5,6,5,6,1,50,50,2,1,1,2,1,29,27,5,4,53,52,54,53,21,20,22,21,Good.,1,6,7,6,5,6,5,2,7,7,6,5,7,7,6,5,6,6,1,35,1,6,7,6,7,3,,,7,1,1,2
R_27VXwZtcNLWJeaR,Default Response Set,Anonymous,,,181.214.172.182,0,2020-03-26 20:54,2020-03-26 21:11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,5,6,6,5,5,5,6,1,10,90,2,2,2,2,2,29,28,5,5,54,53,53,52,20,20,21,21,,1,7,7,6,5,5,6,2,5,6,7,5,6,6,5,6,6,5,1,32,1,6,7,7,7,3,,,7,1,1,5
R_3sobPhJDJINwxxa,Default Response Set,Anonymous,,,107.77.227.65,0,2020-03-26 21:03,2020-03-26 21:13,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,,1,7,2,1,1,1,1,1,80,20,2,2,1,2,2,23,22,4,3,50,50,54,50,21,21,18,22,If it helps regular working people.,1,1,4,4,4,7,7,2,7,7,1,1,1,1,7,7,7,7,2,26,4,4,1,1,1,1,,49,,1,1,7
R_2wvk9v29fWVGekN,Default Response Set,Anonymous,,,184.170.72.121,0,2020-03-26 21:01,2020-03-26 21:17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,,5,4,4,4,2,2,4,1,80,20,4,1,1,2,2,23,22,5,5,50,50,53,50,18,18,18,18,I want my choices to be as equal as possible.,1,3,3,3,1,7,5,2,7,3,2,2,1,2,7,7,7,7,2,40,4,15,4,3,6,2,1,46,,1,1,5
R_1jADgDtCHX3fdmI,Default Response Set,Anonymous,,,69.61.31.215,0,2020-03-26 20:58,2020-03-26 21:17,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,5,,5,5,4,5,4,4,3,1,60,40,4,1,2,2,1,27,27,4,4,52,53,52,53,21,20,21,20,YES,1,5,6,5,5,6,5,2,5,4,5,4,5,4,5,4,5,4,2,32,1,6,4,4,5,1,,47,,1,1,3
R_VRygU76tk0vXBWV,Default Response Set,Anonymous,,,129.146.175.9,0,2020-03-26 20:54,2020-03-26 21:17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,3,7,2,5,4,3,2,1,60,40,2,2,2,2,1,,28,5,3,53,51,54,52,21,22,19,20,no,1,6,4,6,2,6,4,2,6,2,7,5,4,7,5,3,6,7,1,26,1,11,6,7,6,1,,49,,1,1,4
R_7Qc4FAIO9mesX4d,Default Response Set,Anonymous,,,47.136.55.123,0,2020-03-26 20:44,2020-03-26 21:18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,8,26,4,4,4,4,4,4,4,1,95,5,4,2,1,2,2,28,26,4,4,50,50,52,50,21,21,18,19,"To increase the wealth in the poor country, I was not too concerned over the wealth in rich country.  Anytime it increases the wealth for the poor I was for it.",1,2,2,2,2,6,6,2,6,6,2,2,2,2,6,6,6,6,2,51,1,5,4,4,4,2,2,,4,1,1,8
R_Wj1N2r15OlQAhUt,Default Response Set,Anonymous,,,73.23.210.242,0,2020-03-26 20:56,2020-03-26 21:20,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,6,5,5,4,4,4,4,1,90,10,2,1,2,2,1,23,22,5,5,50,50,53,50,18,18,18,19,What is the right thing to do and what is fair. I was thinking about inequality.,1,1,1,1,1,7,7,2,7,7,1,1,1,7,7,7,7,7,2,62,1,4,4,4,4,1,,49,,1,1,6
R_1LwgJEW44dwf749,Default Response Set,Anonymous,,,209.203.206.134,0,2020-03-26 21:06,2020-03-26 21:21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,8,10,1,1,1,1,6,1,1,1,75,25,2,1,2,1,1,29,28,4,3,50,50,50,50,18,18,18,18,"Whether it just seemed right to me or not, no strategy or factor.",1,6,6,6,6,2,4,2,2,4,6,6,6,6,4,3,4,3,1,52,1,6,6,6,6,3,,,5,1,1,5
R_3DtGpLox5pjOVSw,Default Response Set,Anonymous,,,24.186.52.32,0,2020-03-26 21:06,2020-03-26 21:23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,4,,2,1,1,5,2,1,1,1,80,20,4,2,1,1,2,24,22,2,1,50,50,52,50,18,18,18,18,How much each group was gaining or if I thought too much was being taken away from the rich. ,1,1,1,1,1,7,7,2,7,6,2,6,1,1,7,7,7,7,1,33,1,9,6,6,6,3,,,4,1,1,4
R_3rO0TCpnFkH5yZg,Default Response Set,Anonymous,,,174.128.225.98,0,2020-03-26 20:20,2020-03-26 21:23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,,5,5,4,4,4,4,3,1,60,40,4,2,1,2,1,27,27,4,4,50,50,51,50,19,19,19,20,The percentage concerned with the poor.,1,5,4,6,6,6,5,2,5,4,3,5,5,6,6,6,6,5,2,42,1,5,2,2,2,1,,48,,1,1,6
